"glyph_id","char","status","note","form"
"1665","遣","confirmed","visual chart/context 先遣/派遣","full"
"1064","測","confirmed","visual chart/context 予測/観測","full"
"948","秀","confirmed","visual chart/context 優秀","full"
"1191","美","confirmed","visual chart/context 美しい/美人","full"
"1516","潰","confirmed","bitmap-corrected 2026-09-17 (seed 抱): ROM tile shows 潰; context 潰えて","full"
"673","噂","confirmed","visual chart/context 噂/噂通り","full"
"810","遇","confirmed","visual chart/context 遭遇","full"
"913","試","confirmed","visual chart/context 試作機/試す","full"
"921","耳","confirmed","visual chart/context 聞く耳/お耳","full"
"943","収","confirmed","visual chart/context 回収/収集","full"
"1078","退","confirmed","visual chart/context 撤退/退避/後退","full"
"1261","野","confirmed","visual chart/context 野望/野郎","full"
"1235","忘","confirmed","visual chart/context 忘れる/忘れぬ","full"
"1298","礼","confirmed","visual chart/context 礼/無礼/洗礼","full"
"441","鬼","confirmed","visual chart/context 百鬼/メカ鬼","full"
"1086","単","confirmed","visual chart/context 簡単/単純","full"
"626","組","confirmed","visual chart/context 組み合わせ/組織","full"
"1401","印","confirmed","bitmap-corrected 2026-09-17 (seed 限): ROM tile shows 印; context 機の刻印エリア/刻印の発動","full"
"546","教","confirmed","visual chart/context 教えてやろう","full"
"866","告","confirmed","visual chart/context 報告/勧告","full"
"1096","談","confirmed","visual chart/context 冗談/会談","full"
"1153","突","confirmed","visual chart/context 突入/突破/突撃","full"
"960","初","confirmed","visual chart/context 最初/初めて","full"
"622","格","confirmed","visual chart/context 格闘","full"
"315","活","confirmed","visual chart/context 復活/活動/活発","full"
"623","避","confirmed","visual chart/context 回避/退避","full"
"1290","粒","confirmed","visual chart/context 粒子","full"
"722","閣","confirmed","bitmap-corrected 2026-09-17 (seed 殿): ROM tile shows 閣; context レーズ閣下のた/カイン閣下","full"
"1271","由","confirmed","visual chart/context 理由/不自由","full"
"820","計","confirmed","visual chart/context 設計/計算/合計","full"
"1158","任","confirmed","visual chart/context 任務/任せろ","full"
"564","表","confirmed","visual chart/context 表示/代表","full"
"1074","駄","confirmed","visual chart/context 無駄","full"
"630","選","confirmed","visual chart/context 選択","full"
"757","起","confirmed","visual chart/context 起こす/起動","full"
"1262","役","confirmed","visual chart/context 役に立つ","full"
"377","形","confirmed","visual chart/context 変形/地形; duplicate slot","full"
"658","安","confirmed","visual chart/context 安定/安全/安心","full"
"808","愚","confirmed","visual chart/context 愚か","full"
"832","険","confirmed","visual chart/context 危険","full"
"752","期","confirmed","visual chart/context 期待/最期","full"
"556","精","confirmed","visual chart/context 精神","full"
"1142","答","confirmed","visual chart/context 問答/答えなさい","full"
"1154","届","confirmed","visual chart/context 届かない","full"
"852","口","confirmed","visual chart/context 大口径","full"
"1296","例","confirmed","visual chart/context 例の","full"
"1330","遠","confirmed","visual chart/context 遠距離/遠すぎる","full"
"644","件","confirmed","visual chart/context 条件/件/用件","full"
"777","去","confirmed","visual chart/context 去る/去れ","full"
"788","恐","confirmed","visual chart/context 恐怖/恐ろしい","full"
"1087","探","confirmed","visual chart/context 探す/探る","full"
"207",":","confirmed","visual chart/context UI colon","half"
"465","公","confirmed","visual chart/context 主人公/公国","full"
"983","冗","confirmed","visual chart/context 冗談","full"
"581","説","confirmed","visual chart/context 説得/説明","full"
"849","交","confirmed","visual chart/context 交戦/交渉/絶交","full"
"857","抗","confirmed","visual chart/context 抵抗","full"
"1054","送","confirmed","visual chart/context 送る/輸送","full"
"702","過","confirmed","visual chart/context 経過/過重/過ぎる","full"
"815","係","confirmed","visual chart/context 関係/無関係/係員","full"
"680","援","confirmed","visual chart/context 応援/支援/援護","full"
"1310","郎","confirmed","visual chart/context 野郎","full"
"1615","夢","confirmed","visual chart/context 悪夢/夢","full"
"1171","排","confirmed","visual chart/context 排除","full"
"893","参","confirmed","visual chart/context 参る/参加/参入","full"
"426","百","confirmed","visual chart/context 百鬼","full"
"958","准","confirmed","visual chart/context 准将","full"
"1144","討","confirmed","visual chart/context 討つ/討伐","full"
"559","経","confirmed","visual chart/context 経験値/経過","full"
"560","験","confirmed","visual chart/context 経験値/実験","full"
"561","値","confirmed","visual chart/context 経験値/基本値/価値","full"
"631","択","confirmed","visual chart/context 選択","full"
"704","画","confirmed","visual chart/context 画面/計画","full"
"323","空","confirmed","visual table 0:30 宇宙空間","full"
"325","地","confirmed","visual table 0:3 and 0:5","full"
"326","宇","confirmed","visual table 0:30 宇宙空間","full"
"327","宙","confirmed","visual table 0:30 宇宙空間","full"
"328","平","confirmed","visual table 0:0","full"
"329","原","confirmed","visual table 0:0","full"
"330","林","confirmed","visual table 0:2","full"
"331","砂","confirmed","visual table 0:3 and 0:4","full"
"332","漠","confirmed","visual table 0:4","full"
"333","荒","confirmed","visual table 0:5","full"
"334","被","confirmed","visual table 0:6 被爆地","full"
"335","爆","confirmed","visual table 0:6 被爆地 and 自爆","full"
"336","山","confirmed","visual table 0:7","full"
"337","岩","confirmed","visual table 0:8","full"
"338","高","confirmed","visual table 0:19","full"
"340","崖","confirmed","bitmap-corrected 2026-09-17 (seed 空): tile shows 崖; terrain name t00_00010","full"
"341","斜","confirmed","visual table 0:9 斜面","full"
"342","面","confirmed","visual table 0:9 斜面; table 0:36 月面都市","full"
"343","海","confirmed","visual table 0:12","full"
"344","川","confirmed","visual table 0:13","full"
"345","湖","confirmed","visual table 0:14","full"
"346","池","confirmed","bitmap-corrected 2026-09-17 (seed 沼): tile shows 池; terrain name t00_00015","full"
"347","深","confirmed","visual table 0:16","full"
"348","浅","confirmed","visual table 0:17","full"
"349","瀬","confirmed","visual table 0:17","full"
"350","街","confirmed","bitmap-corrected 2026-09-17 (seed 橋): ROM tile shows 街; context 市街戦/には市街戦闘","full"
"351","層","confirmed","visual table 0:19 高層ビル","full"
"352","道","confirmed","visual table 0:20 道路","full"
"353","路","confirmed","visual table 0:20 道路","full"
"356","残","confirmed","visual table 0:23 残骸","full"
"357","骸","confirmed","visual table 0:23 残骸","full"
"358","基","confirmed","visual table 0:25 基地","full"
"359","床","confirmed","visual table 0:27 床","full"
"360","壁","confirmed","visual table 0:28 壁","full"
"386","必","confirmed","visual UI context 空きページが必要です","full"
"393","合","confirmed","visual table 0:83 六神合体ゴッドマーズ","full"
"365","間","confirmed","visual table 0:30 宇宙空間","full"
"366","暗","confirmed","visual table 0:31 暗礁空域","full"
"367","礁","confirmed","visual table 0:31 暗礁空域","full"
"368","域","confirmed","visual table 0:31 暗礁空域","full"
"369","月","confirmed","visual table 0:36 月面都市","full"
"370","都","confirmed","visual table 0:36 月面都市","full"
"371","市","confirmed","visual table 0:36 月面都市","full"
"415","動","confirmed","visual table 0:60 機動戦士ガンダム","full"
"428","戦","confirmed","visual table 0:60 機動戦士ガンダム","full"
"445","体","confirmed","visual table 0:83 六神合体ゴッドマーズ","full"
"454","新","confirmed","visual table 0:69 新機動戦記ガンダムW","full"
"458","闘","confirmed","visual table 0:68 機動武闘伝","full"
"459","超","confirmed","visual table 0:76 超電磁ロボ コン・バトラーV","full"
"460","獣","confirmed","visual table 0:81 超獣機神ダンクーガ","full"
"484","士","confirmed","visual table 0:60 機動戦士ガンダム","full"
"477","神","confirmed","visual table 0:79 戦国魔神ゴーショーグン","full"
"479","人","confirmed","visual table 0:77 無敵超人 ザンボット3","full"
"486","流","confirmed","visual table 0:82 蒼き流星SPTレイズナー","full"
"419","森","confirmed","visual table 0:1","full"
"567","敵","confirmed","visual table 0:77 無敵超人 ザンボット3","full"
"578","機","confirmed","visual table 0:60 機動戦士ガンダム","full"
"589","武","confirmed","visual table 0:68 機動武闘伝","full"
"600","記","confirmed","visual table 0:69 新機動戦記","full"
"615","要","confirmed","visual UI context 空きページが必要です","full"
"621","無","confirmed","visual table 0:77 無敵超人 ザンボット3","full"
"767","逆","confirmed","visual table 0:90 逆襲のシャア","full"
"867","国","confirmed","visual table 0:79 戦国魔神ゴーショーグン","full"
"949","襲","confirmed","visual table 0:90 逆襲のシャア","full"
"1013","星","confirmed","visual table 0:82 蒼き流星SPTレイズナー","full"
"1052","蒼","confirmed","visual table 0:82 蒼き流星SPTレイズナー","full"
"686","押","confirmed","visual UI context Aボタンを押してください","full"
"1029","接","confirmed","visual UI context コントローラパックが接続されていません","full"
"1068","続","confirmed","visual UI context コントローラパックが接続されていません","full"
"1128","伝","confirmed","visual table 0:68 機動武闘伝","full"
"1130","電","confirmed","visual table 0:76 超電磁ロボ コン・バトラーV","full"
"1239","魔","confirmed","visual table 0:79 戦国魔神ゴーショーグン","full"
"1420","磁","confirmed","visual table 0:76 超電磁ロボ コン・バトラーV","full"
"1461","聖","confirmed","visual table 0:80 聖戦士ダンバイン","full"
"1876","六","confirmed","visual table 0:83 六神合体ゴッドマーズ","full"
"1898","鋼","confirmed","visual table 0:78 無敵鋼人 ダイターン3","full"
"83","ぁ","confirmed","visual 8x14 kana chart","half"
"84","ぃ","confirmed","visual 8x14 kana chart","half"
"85","ぅ","confirmed","visual 8x14 kana chart","half"
"86","ぇ","confirmed","visual 8x14 kana chart","half"
"87","ぉ","confirmed","visual 8x14 kana chart","half"
"88","っ","confirmed","visual 8x14 kana chart; UI context せってい","half"
"89","ゃ","confirmed","visual 8x14 kana chart; text context 射撃=しゃげき","half"
"90","ゅ","confirmed","visual 8x14 kana chart; text context 集束M=しゅうそくM","half"
"91","ょ","confirmed","visual 8x14 kana chart; debug text context 座標/表示","half"
"93","ぎ","confirmed","visual 8x14 kana chart","half"
"94","ぐ","confirmed","visual 8x14 kana chart","half"
"95","げ","confirmed","visual 8x14 kana chart","half"
"96","ご","confirmed","visual 8x14 kana chart","half"
"97","ざ","confirmed","visual 8x14 kana chart","half"
"98","じ","confirmed","visual 8x14 kana chart","half"
"99","ず","confirmed","visual 8x14 kana chart","half"
"100","ぜ","confirmed","visual 8x14 kana chart","half"
"101","ぞ","confirmed","visual 8x14 kana chart","half"
"103","ぢ","confirmed","visual 8x14 kana chart","half"
"104","づ","confirmed","visual 8x14 kana chart","half"
"106","ど","confirmed","visual 8x14 kana chart","half"
"107","ば","confirmed","visual 8x14 kana chart","half"
"108","び","confirmed","visual 8x14 kana chart","half"
"109","ぶ","confirmed","visual 8x14 kana chart","half"
"110","べ","confirmed","visual 8x14 kana chart","half"
"111","ぼ","confirmed","visual 8x14 kana chart","half"
"112","ぱ","confirmed","visual 8x14 kana chart","half"
"113","ぴ","confirmed","visual 8x14 kana chart","half"
"114","ぷ","confirmed","visual 8x14 kana chart","half"
"115","ぺ","confirmed","visual 8x14 kana chart","half"
"116","ぽ","confirmed","visual 8x14 kana chart","half"
"119","ウ","confirmed","visual 8x14 kana chart","half"
"120","エ","confirmed","visual 8x14 kana chart","half"
"122","カ","confirmed","visual 8x14 kana chart","half"
"123","キ","confirmed","visual 8x14 kana chart","half"
"125","ケ","confirmed","visual 8x14 kana chart","half"
"127","サ","confirmed","visual 8x14 kana chart","half"
"130","セ","confirmed","visual 8x14 kana chart","half"
"131","ソ","confirmed","visual 8x14 kana chart","half"
"133","チ","confirmed","visual 8x14 kana chart","half"
"134","ツ","confirmed","visual 8x14 kana chart","half"
"135","テ","confirmed","visual 8x14 kana chart","half"
"138","ニ","confirmed","visual 8x14 kana chart","half"
"139","ヌ","confirmed","visual 8x14 kana chart","half"
"140","ネ","confirmed","visual 8x14 kana chart","half"
"141","ノ","confirmed","visual 8x14 kana chart","half"
"142","ハ","confirmed","visual 8x14 kana chart","half"
"143","ヒ","confirmed","visual 8x14 kana chart","half"
"144","フ","confirmed","visual 8x14 kana chart","half"
"145","ヘ","confirmed","visual 8x14 kana chart","half"
"146","ホ","confirmed","visual 8x14 kana chart","half"
"148","ミ","confirmed","visual 8x14 kana chart","half"
"150","メ","confirmed","visual 8x14 kana chart","half"
"151","モ","confirmed","visual 8x14 kana chart","half"
"152","ヤ","confirmed","visual 8x14 kana chart","half"
"153","ユ","confirmed","visual 8x14 kana chart","half"
"154","ヨ","confirmed","visual 8x14 kana chart","half"
"160","ワ","confirmed","visual 8x14 kana chart","half"
"161","ヲ","confirmed","visual 8x14 kana chart","half"
"163","ァ","confirmed","visual 8x14 kana chart","half"
"164","ィ","confirmed","visual 8x14 kana chart","half"
"165","ゥ","confirmed","visual 8x14 kana chart","half"
"166","ェ","confirmed","visual 8x14 kana chart","half"
"167","ォ","confirmed","visual 8x14 kana chart","half"
"170","ュ","confirmed","visual 8x14 kana chart","half"
"173","ギ","confirmed","visual 8x14 kana chart","half"
"180","ゼ","confirmed","visual 8x14 kana chart","half"
"181","ゾ","confirmed","visual 8x14 kana chart","half"
"183","ヂ","confirmed","visual 8x14 kana chart","half"
"184","ヅ","confirmed","visual 8x14 kana chart","half"
"185","デ","confirmed","visual 8x14 kana chart","half"
"189","ブ","confirmed","visual 8x14 kana chart","half"
"190","ベ","confirmed","visual 8x14 kana chart","half"
"193","ピ","confirmed","visual 8x14 kana chart","half"
"194","プ","confirmed","visual 8x14 kana chart","half"
"196","ポ","confirmed","visual 8x14 kana chart","half"
"390","熱","confirmed","visual/context 熱血/爆熱","full"
"391","血","confirmed","visual/context 熱血/赤き血/血祭り","full"
"404","補","confirmed","visual/context 補正/補給","full"
"413","愛","confirmed","visual/context 愛","full"
"417","跡","confirmed","visual/context 足跡/追跡/夢の跡","full"
"422","東","confirmed","visual/context 東方不敗/中東","full"
"448","司","confirmed","visual/context 司令官/司馬","full"
"463","元","confirmed","visual/context 元/足元/地球大元帥","full"
"466","炎","confirmed","visual/context 火炎放射器","full"
"494","伊","confirmed","visual/context 伊達","full"
"506","豹","confirmed","visual/context 豹馬","full"
"554","五","confirmed","visual/context 五飛","full"
"565","示","confirmed","visual/context 表示","full"
"594","資","confirmed","visual/context 資金/資質/物資","full"
"662","囲","confirmed","visual/context 範囲/包囲/囲い込め","full"
"669","遺","confirmed","visual/context 遺跡/遺物/遺志","full"
"677","衛","confirmed","visual/context 防衛/衛星/親衛隊","full"
"696","家","confirmed","visual/context 国家/公爵家","full"
"699","火","confirmed","visual/context 火炎放射器/消火/戦火","full"
"710","皆","confirmed","visual/context 皆様/皆殺し","full"
"717","拡","confirmed","visual/context 拡散粒子弾/拡散バズーカ","full"
"724","楽","confirmed","visual/context 楽しみ/楽に","full"
"740","簡","confirmed","visual/context 簡単","full"
"742","観","confirmed","visual/context 観念/観測","full"
"750","揮","confirmed","visual/context 指揮/指揮官","full"
"772","救","confirmed","visual/context 救出/救助/救われた","full"
"779","拠","confirmed","visual/context 拠点/占拠","full"
"795","興","confirmed","visual/context 興味/復興","full"
"799","局","confirmed","visual/context 結局/中継局","full"
"827","拳","confirmed","visual/context 石破天驚拳/シャッフル同盟拳","full"
"841","己","confirmed","visual/context 自己/己","full"
"848","護","confirmed","visual/context 援護","full"
"877","混","confirmed","visual/context 混乱","full"
"894","散","confirmed","visual/context 散開/生命、散って/拡散","full"
"897","仕","confirmed","visual/context 仕方/仕掛ける/仕留める","full"
"903","志","confirmed","visual/context 同志/意志/遺志","full"
"916","似","confirmed","visual/context 真似","full"
"957","術","confirmed","visual/context 戦術","full"
"966","傷","confirmed","visual/context 負傷/損傷/手傷","full"
"988","織","confirmed","visual/context 組織","full"
"993","侵","confirmed","visual/context 侵入","full"
"1083","達","confirmed","visual/context 到達/俺達/伊達","full"
"1118","弟","confirmed","visual/context 弟/兄弟","full"
"1124","天","confirmed","visual/context 天馬/天王/石破天驚拳","full"
"1127","点","confirmed","visual/context 地点/拠点","full"
"1143","到","confirmed","visual/context 到達/到着","full"
"1157","難","confirmed","visual/context 避難/難題/難しい","full"
"1217","片","confirmed","visual/context 片づける/片付く/破片","full"
"1221","保","confirmed","visual/context 確保/保つ","full"
"1247","民","confirmed","visual/context 市民/民意","full"
"1248","務","confirmed","visual/context 任務","full"
"1276","余","confirmed","visual/context 余裕/余計","full"
"1308","労","confirmed","visual/context 苦労/ご苦労様","full"
"1312","腕","confirmed","visual/context 腕/腕部","full"
"1497","姿","confirmed","visual/context 姿/姿勢","full"
"1600","継","confirmed","visual/context 継続/後継機","full"
"1752","陛","confirmed","visual/context 陛下","full"
"389","鉄","confirmed","visual/context 鉄壁/メカ鉄甲鬼","full"
"405","給","confirmed","visual/context 補給","full"
"934","弱","confirmed","visual/context 弱点/弱い","full"
"214","＝","confirmed","visual/context name separator アル＝イー＝クイス","half"
"380","察","confirmed","visual/context 偵察/観察/国際警察機構","full"
"382","速","confirmed","visual/context 加速/速射","full"
"394","幸","confirmed","visual/context 幸運/幸せ","full"
"399","魂","confirmed","visual/context 熱き魂/魂よ","full"
"400","隠","confirmed","visual/context 隠れ身/隠し腕/逃げ隠れ","full"
"427","式","confirmed","visual/context 百式/有線式","full"
"443","剣","confirmed","visual/context 剣攻撃/真・流星胡蝶剣/銃剣","full"
"452","鈴","confirmed","visual/context 銀鈴","full"
"468","獄","confirmed","bitmap-corrected 2026-09-17 (seed 球): ROM tile shows 獄; context 月は地獄だ/地獄曼陀羅","full"
"551","二","confirmed","visual/context 二段返し/二連装","full"
"575","MAP","confirmed","visual special glyph MAP weapon marker","icon"
"607","段","confirmed","visual/context 二段返し/手段","full"
"663","威","confirmed","visual/context 脅威/威力/威嚇/示威","full"
"714","害","confirmed","visual/context 被害/障害","full"
"745","顔","confirmed","visual/context 顔に書いてある/顔を見る","full"
"775","究","confirmed","visual/context 研究","full"
"821","警","confirmed","visual/context 警告/警戒/国際警察機構","full"
"825","嫌","confirmed","visual/context 嫌い/ご機嫌","full"
"826","建","confirmed","visual/context 建物/建設/再建","full"
"830","研","confirmed","visual/context 研究","full"
"871","込","confirmed","visual/context 差し込む/読み込み/突っ込む","full"
"872","頃","confirmed","visual/context その頃/今頃/終わる頃","full"
"874","困","confirmed","visual/context 困る/困らせる","full"
"885","細","confirmed","visual/context 小細工/DG細胞/単細胞","full"
"886","際","confirmed","visual/context 実際/国際警察機構/侵略を受けた際","full"
"896","賛","confirmed","visual/context 賛成","full"
"902","姉","confirmed","visual/context お姉ちゃん/姉さん","full"
"920","治","confirmed","visual/context 自治/治安","full"
"930","謝","confirmed","visual/context 感謝","full"
"952","従","confirmed","visual/context 従う/従順/従える","full"
"970","承","confirmed","visual/context 承知","full"
"985","常","confirmed","visual/context 異常/正常","full"
"990","触","confirmed","visual/context 触手/触れる","full"
"1023","昔","confirmed","visual/context 昔の記憶/昔の知り合い","full"
"1027","赤","confirmed","visual/context 赤子/真っ赤","full"
"1061","息","confirmed","visual/context 安息/息の根/息子/一息","full"
"1084","奪","confirmed","visual/context 奪いとる/強奪/奪われた","full"
"1133","渡","confirmed","visual/context 引導を渡す","full"
"1139","投","confirmed","visual/context 投下/投げキッス/投降","full"
"1150","導","confirmed","visual/context 導く/引導/指導","full"
"1180","判","confirmed","bitmap-corrected 2026-09-17 (seed 反): ROM tile shows 判; context お前の判断は/味方と判断する","full"
"1193","標","confirmed","visual/context 目標","full"
"1210","文","confirmed","visual/context 文句","full"
"1222","捕","confirmed","visual/context 捕捉/捕まえた","full"
"1229","法","confirmed","visual/context 拳法/戦法/方法/正攻法","full"
"1231","邦","confirmed","visual/context 連邦軍","full"
"1232","亡","confirmed","visual/context 死亡/亡き者/亡くなる","full"
"1249","娘","confirmed","visual/context ドーリアンの娘/さやかの娘","full"
"1263","約","confirmed","bitmap-corrected 2026-09-17 (seed 測): ROM tile shows 約; context 予約/っと節約しとく","full"
"1272","裕","confirmed","visual/context 余裕","full"
"1281","容","confirmed","visual/context 容赦","full"
"1288","略","confirmed","visual/context 侵略/攻略","full"
"1297","冷","confirmed","bitmap-corrected 2026-09-17 (seed 反): ROM tile shows 冷; context 冷凍光線/冷凍ビー","full"
"1372","白","confirmed","visual/context 面白い/面白味","full"
"1374","悲","confirmed","visual/context 悲しみ/悲しき","full"
"1397","良","confirmed","visual/context 良い/良かった/良き","full"
"1418","斬","confirmed","visual/context オーラ斬り","full"
"1597","還","confirmed","visual/context 帰還","full"
"1630","統","confirmed","visual/context 統一/系統/伝統","full"
"851","功","confirmed","visual/context 成功","full"
"861","紅","confirmed","visual/context 新鮮な紅茶 + external move-name context 帰山笑紅塵","full"
"384","根","confirmed","visual/context 息の根/根性","full"
"491","北","confirmed","visual/context 敗北条件/北条真吾/南原ちずる","full"
"509","南","confirmed","visual/context 南原ちずる/南無三/南方","full"
"512","十","confirmed","visual/context 十分/十傑集/十二王方牌","full"
"520","級","confirmed","visual/context 超級覇王電影弾/A級市民/第一級","full"
"521","工","confirmed","visual/context 細工/工作/工作員","full"
"527","衝","confirmed","visual/context 衝撃波/衝撃のアルベルト","full"
"530","波","confirmed","visual/context 衝撃波/熱波/第2波","full"
"620","有","confirmed","visual/context 有線/有効/有り得ない","full"
"632","能力","confirmed","visual UI preview/context ユニット能力/パイロット能力","compound"
"674","影","confirmed","visual/context 影も形もない/影響/敵影/電影弾","full"
"763","議","confirmed","visual/context 会議/不思議/異議","full"
"796","響","confirmed","visual/context 影響/悪影響","full"
"798","業","confirmed","visual/context 作業/修業/自業自得","full"
"805","句","confirmed","visual/context 文句","full"
"833","厳","confirmed","corrected from 激; visual/context 厳しい/厳罰/尊厳","full"
"883","済","confirmed","visual/context 行動済み","full"
"927","赦","confirmed","visual/context 容赦","full"
"991","食","confirmed","visual/context 食い止める/食べる/食事","full"
"994","唇","confirmed","mr-blade scenario corpus/context 奪われた唇のおかえしよ","full"
"999","親","confirmed","visual/context 親/親衛隊/親切","full"
"1032","占","confirmed","visual/context 占領/占拠","full"
"1036","鮮","confirmed","visual/context 新鮮な紅茶","full"
"1048","操","confirmed","visual/context 操る/操縦/操作","full"
"1053","走","confirmed","visual/context 走れ/走って/脱走兵","full"
"1063","束","confirmed","visual/context 集束/収束","full"
"1100","茶","confirmed","visual/context お茶/無茶","full"
"1119","抵","confirmed","visual/context 抵抗","full"
"1137","怒","confirmed","visual/context 怒り/怒らせる","full"
"1163","納","confirmed","visual/context 納得/格納庫","full"
"1166","覇","confirmed","visual/context 超級覇王電影弾/天馬覇王/武機覇拳流","full"
"1173","輩","confirmed","bitmap-corrected 2026-09-17 (seed 生): ROM tile shows 輩; context イル先輩/イル先輩が来た","full"
"1274","遊","confirmed","visual/context 遊び/遊んで","full"
"1292","領","confirmed","visual/context 占領軍/占領した","full"
"1386","胞","confirmed","visual/context DG細胞/単細胞","full"
"1398","論","confirmed","visual/context 異論/結論/正論/方法論","full"
"1404","液","confirmed","visual attack preview/context 溶解液","full"
"1407","荷","confirmed","visual/context 集束荷電粒子砲/負荷","full"
"1414","胡","confirmed","visual/context 真・流星胡蝶剣","full"
"1421","錫","confirmed","attack list/context 錫杖","full"
"1422","杖","confirmed","attack list/context 錫杖","full"
"1425","雪","confirmed","visual/context 大雪山おろし/雪原","full"
"1431","蝶","confirmed","visual/context 真・流星胡蝶剣","full"
"1443","溶","confirmed","visual attack preview/context 溶解液","full"
"1551","傑","confirmed","visual/context 十傑集","full"
"1598","脚","confirmed","visual/context 無影脚/脚部","full"
"418","祈","confirmed","visual/context 祈り/祈る/祈って","full"
"434","黒","confirmed","visual/context 黒いガンダム/暗黒大将軍/黒騎士","full"
"525","亮","confirmed","visual/context 諸葛亮孔明/司馬亮/亮ーっ","full"
"524","葛","confirmed","visual/context 諸葛亮孔明/諸葛亮","full"
"526","孔","confirmed","visual/context 諸葛亮孔明/孔明","full"
"595","金","confirmed","visual/context 資金/超合金Z/金型","full"
"689","憶","confirmed","visual/context 記憶","full"
"748","喜","confirmed","visual/context 喜ぶ/お喜び/喜べない","full"
"776","旧","confirmed","bitmap-corrected 2026-09-17 (seed 西): ROM tile shows 旧; context かにも旧連邦の/旧ニュー","full"
"783","供","confirmed","visual/context 子供","full"
"794","脅","confirmed","visual/context 脅威/脅かす/脅して","full"
"797","驚","confirmed","visual/context 石破天驚拳","full"
"907","施","confirmed","visual/context 施設/実施","full"
"940","種","confirmed","visual/context 機種/人種/まいた種","full"
"950","住","confirmed","visual/context 住民/住んでいる","full"
"976","笑","confirmed","visual/context 笑止/笑わせるな","full"
"977","紹","confirmed","visual/context 紹介/自己紹介","full"
"1011","政","confirmed","visual/context 占領政策/行政官/行政区","full"
"1018","声","confirmed","visual/context 声/死神の声","full"
"1042","素","confirmed","visual/context 素人/素早い","full"
"1060","側","confirmed","visual/context 帝国側/ソフトウェア側","full"
"1066","属","confirmed","visual/context 属する/所属","full"
"1067","族","confirmed","visual/context 百鬼一族","full"
"1152","独","confirmed","visual/context 独立軍/独自/ジオン独立戦争","full"
"1188","疲","confirmed","visual/context 疲れた/お疲れさま","full"
"1198","怖","confirmed","visual/context 恐怖/怖く","full"
"1218","編","confirmed","visual/context 編入/編成","full"
"1253","模","confirmed","visual/context 模様","full"
"1289","留","confirmed","visual/context 残留/仕留める/留まる/留守","full"
"1336","希","confirmed","visual/context 希望","full"
"1344","誤","confirmed","visual/context 誤解/誤った","full"
"1348","識","confirmed","visual/context 意識/知識/常識","full"
"1556","罪","confirmed","visual/context 罪/犯罪","full"
"1582","燃","confirmed","visual/context 燃える/燃やす","full"
"1716","党","confirmed","visual/context 残党","full"
"1740","陽","confirmed","visual/context 反陽子/太陽/陽動","full"
"431","産","confirmed","visual/context 量産型/大量生産/財産/産物","full"
"439","暴","confirmed","visual/context 暴竜鬼/暴動/暴言","full"
"440","竜","confirmed","visual/context 暴竜鬼/竜王攻撃","full"
"543","兜","confirmed","visual/context 兜甲児","full"
"659","案","confirmed","visual/context 案じる/案内","full"
"785","共","confirmed","visual/context 共同戦線/共闘/共倒れ/クズ共","full"
"843","故","confirmed","visual/context 故障/事故/何故","full"
"880","差","confirmed","visual/context 差し込む/差し替える/戦力差","full"
"895","算","confirmed","visual/context 計算/誤算","full"
"900","史","confirmed","visual/context 歴史","full"
"924","質","confirmed","visual/context 質量/資質/人質/本質","full"
"944","周","confirmed","visual/context 周到/周囲/周り","full"
"951","充","confirmed","visual/context エネルギー充填","full"
"1034","潜","confirmed","visual/context 潜伏/潜入/潜る","full"
"1056","騒","confirmed","visual/context 騒ぎ/大騒ぎ","full"
"1070","損","confirmed","visual/context 損害/損傷","full"
"1073","打","confirmed","visual/context 打ち倒す/打ち合わせ/真打ち","full"
"1110","沈","confirmed","visual/context 沈む/沈める","full"
"1129","殿","confirmed","bitmap-corrected 2026-09-17 (seed 卿): ROM tile shows 殿; context レンス殿の/ョット殿との合","full"
"1219","辺","confirmed","visual/context 周辺/近辺/辺り","full"
"1223","歩","confirmed","visual/context 一歩/歩く","full"
"1250","迷","confirmed","visual/context 迷走/混迷/迷い","full"
"1324","末","confirmed","visual/context 始末/結末/末代","full"
"1332","幹","confirmed","visual/context 幹部","full"
"1388","眠","confirmed","visual/context 眠らない/眠る/眠り","full"
"1571","憎","confirmed","visual/context 憎悪/憎い/憎しみ","full"
"1591","裂","confirmed","visual/context 分裂/八つ裂き","full"
"1608","等","confirmed","visual/context 上等/対等/下等","full"
"1671","塞","confirmed","visual/context 要塞","full"
"1613","母","confirmed","visual/context 母ちゃん/母さん/お母様","full"
"1725","否","confirmed","visual/context 否定/拒否する","full"
"416","奇","confirmed","visual/context 奇跡/奇襲/奇異","full"
"464","帥","confirmed","visual/context 地球大元帥/OZ総帥","full"
"467","也","confirmed","visual/context 鉄也/剣鉄也","full"
"1148","働","confirmed","visual/context 働く/働きぶり/別働隊","full"
"492","条","confirmed","visual/context 条件/中条/三条","full"
"637","積","confirmed","visual/context 見積もり/積み込む/山積み","full"
"1179","抜","confirmed","visual/context 抜ける/抜く/間抜け","full"
"755","規","confirmed","visual/context 正規軍/規模","full"
"978","証","confirmed","visual/context 保証/証拠/証明","full"
"1164","脳","confirmed","visual/context 脳波/脳が痛い","full"
"638","極","confirmed","visual/context 積極的/究極/極限","full"
"828","権","confirmed","visual/context 権利/自治権","full"
"1351","処","confirmed","visual/context 対処/処理/処置/処分","full"
